,entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
27,"Acts—Index to Public General Acts, 1914. 71d. WYMAN, Feb. 15",,,Acts—Index to Public General Acts,WYMAN,71d.,0.29583333333333334,,"Acts—Index to Public General Acts, 1914. 71d. WYMAN, Feb. 15",,,,Feb. 15,
29,"Acts-Alexandra (Newport and S. Wales) docks and railway, 2s. 3d.; De Trafford Estate, 5s. gd.; Edenbridge and District gas, 2s. 6d. ; Ellesmere Port and Whitby Urban District Council, 3s. 60.; Falkland and Pluscarden Estates, is. gd.; Great Western Railway, 15s.; Hay- wards Heath gas, 2s. 6d. ; Hesketh Estate (flood defences), 2s. ed. ; Newcastle-on-Tyne Corporation, 28. 3d. ; Norwich electric tram- ways, 2s. 6d. ; Poole Harbour, 2s. 6d. ; Porth. cawl Urban District Council, 4s. 60.; St. Anne's on-the-Sea improvement, 28. gd. ; Sheffield Corporation, 4s. 3d. ; Skegness Urban District Council, 2s. 3d.; Wadhurst and District gas, 2s. 60.; Wesleyan and General Assurance Society, 2s. 9d. ; West Gloucester shire water, 28. od ; York Corporation, 4s. 3d. WYMAN, Jan. 19 Acts —Army (Amendment), fd.; Army (Annual) 1d.; Army (Suspension of sentences), įd.; British ships (Transfer restriction), įd.; Consolidated Fund (No. 2), Įd. ; Customs (War powers), įd. ; Defence of the Realm (Amend- ment), įd.; Do. (No. 2), £d. ; Injuries in War (Compensation), id.; Irish police (Naval and military service), d.; Legal proceedings against enemies, id.; National Insurance (Pt. ! Amendment), d.; Do. (Pt. 2), 4d.; Naval discipline, id. ; Naval marriages, jd.; Naval Medical Compassionate Fund, d.; Universities and colleges (Emergency powers), id... .WYMAN, Mar. 15",Acts-Alexandra,Newport,2s,WYMAN,,0.0,,"Acts-Alexandra (Newport and S. Wales) docks and railway, 25. 3d.; De Trafford Estate, 55. gd.; Edenbridge and District gas, 25. 6d. ; Ellesmere Port and Whitby Urban District Council, 35. 60.; Falkland and Pluscarden Estates, is. gd.; Great Western Railway, 155.; Hay- wards Heath gas, 25. 6d. ; Hesketh Estate (flood defences), 25. ed. ; Newcastle-on-Tyne Corporation, 28. 3d. ; Norwich electric tram- ways, 25. 6d. ; Poole Harbour, 25. 6d. ; Porth. cawl Urban District Council, 4s. 60.; St. Anne's on-the-Sea improvement, 28. gd. ; Sheffield Corporation, 45. 3d. ; Skegness Urban District Council, 25. 3d.; Wadhurst and District gas, 25. 60.; Wesleyan and General Assurance Society, 2s. 9d. ; West Gloucester shire water, 28. od ; York Corporation, 45. 3d. WYMAN, Jan. 19 Acts —Army (Amendment), fd.; Army (Annual) Id.; Army (Suspension of sentences), įd.; British ships (Transfer restriction), įd.; Consolidated Fund (No. 2), Įd. ; Customs (War powers), įd. ; Defence of the Realm (Amend- ment), įd.; Do. (No. 2), £d. ; Injuries in War (Compensation), id.; Irish police (Naval and military service), d.; Legal proceedings against enemies, id.; National Insurance (Pt. ! Amendment), d.; Do. (Pt. 2), 4d.; Naval discipline, id. ; Naval marriages, jd.; Naval Medical Compassionate Fund, d.; Universities and colleges (Emergency powers), id... .WYMAN, Mar. 15",Newport Acts-Alexandra,"['Acts-Alexandra (Newport)', 'Acts-Alexandra (S. Wales)']",,Mar. 15,
30,"Acts-Army (transfers), d.; British North America, fd. ; Copyright (British Museum) {d.; Defence of the Realm (Amend.) No. 3, fd.; Fishery harbours, id. ; Fugitive offenders (Protected States), fd.; Housing (Rosyth Dockyard), fd.; Immature spirits (restriction), d.; Marriage of British subjects (facilities), jd. ; Naval discipline, id. ; Police (emergency prov.), fd.; Special constables (Scotland), 1d.; Statutory companies (redeemable stock), įd.; Naval discipline, 1866, 4d.; L.G.B.'s Prov. Ord. Confirm. 23, 2s. .... WYMAN, May 15",Acts-Army,transfers,"British North America, fd",WYMAN,2s.,0.1,,"Acts-Army (transfers), d.; British North America, fd. ; Copyright (British Museum) {d.; Defence of the Realm (Amend.) No. 3, fd.; Fishery harbours, id. ; Fugitive offenders (Protected States), fd.; Housing (Rosyth Dockyard), fd.; Immature spirits (restriction), d.; Marriage of British subjects (facilities), jd. ; Naval discipline, id. ; Police (emergency prov.), fd.; Special constables (Scotland), Id.; Statutory companies (redeemable stock), įd.; Naval discipline, 1866, 4d.; L.G.B.'s Prov. Ord. Confirm. 23, 25. .... WYMAN, May 15",transfers Acts-Army,['Acts-Army (transfers)'],,May 15,
31,"Acts-Consolidated Fund (3), d.; Ministry of munitions, id. ; Re-election of ministers, d.; Aberdeen Corporation Ord. Confirm., 2s. WYMAN, June 15",Acts-Consolidated Fund,3,"Ministry of munitions, id. ; Re-election of ministers, d",WYMAN,2s.,0.1,,"Acts-Consolidated Fund (3), d.; Ministry of munitions, id. ; Re-election of ministers, d.; Aberdeen Corporation Ord. Confirm., 2s. WYMAN, June 15",3 Acts-Consolidated Fund,['Acts-Consolidated Fund (3)'],,June 15,
40,"Adams (John Quincy)-Writings. Ed. by Worthington C. Ford. Vol. 5, 1814-1816. Svo. 15s. net . . MACMILLAN, July 15",Adams,John Quincy,Writings,MACMILLAN,15s.,0.75,,"Adams (John Quincy)-Writings. Ed. by Worthington C. Ford. Vol. 5, 1814-1816. Svo. 155. net . . MACMILLAN, July 15",John Quincy Adams,['Adams (John Quincy)'],,July 15,net
41,"Adams (Morley) ed.--The Scout's active service book. ....FROWDE, and H. & S., Dec. 15",Adams,Morley,The Scout's active service book,H. & S.,,0.0,,"Adams (Morley) ed.--The Scout's active service book. ....FROWDE, and H. & S., Dec. 15",Morley Adams,['Adams (Morley)'],ed.,Dec. 15,
54,"Admiralty-Compass on land (The Magnetic). With protractor, 2s. 6d. ; without protractor, 6d. .WYMAN, May 15",,,Admiralty-Compass on land (The Magnetic),WYMAN,6d.,0.025,,"Admiralty-Compass on land (The Magnetic). With protractor, 25. 6d. ; without protractor, 6d. .WYMAN, May 15",,,,May 15,
55,"Admiralty-Dockyard expense accounts, 1913-14 s. 6u. WYMAN, July 15",,,Admiralty-Dockyard expense accounts,WYMAN,,0.0,,"Admiralty-Dockyard expense accounts, 1913-14 IS. 6u. WYMAN, July 15",,,,July 15,
56,"Admiralty-Gunnery: Result of test of gun- layers with heavy guns and light Q.F. guns in H.M. Fleet, 1914. 4d. WYMAN, June 15",,,Admiralty-Gunnery: Result of test of gun- layers with heavy guns and light Q.F. guns in H.M. Fleet,WYMAN,4d.,0.016666666666666666,,"Admiralty-Gunnery: Result of test of gun- layers with heavy guns and light Q.F. guns in H.M. Fleet, 1914. 4d. WYMAN, June 15",,,,June 15,
57,"Admiralty-Hydrographic. The Supplements noted here are gratis to purchasers of the various Pilots : Admiralty-Hydrographic. Africa Pilot. Pt. 3, South and East Coasts of Africa from the Cape of Good Hope to Ras Hafún 8th ed., 191s. 58. POTTER, Oct. 15",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. The Supplements noted here are gratis to purchasers of the various Pilots : Admiralty-Hydrographic. Africa Pilot. Pt. 3, South and East Coasts of Africa from the Cape of Good Hope to Ras Hafún 8th ed., 1915. 58. POTTER, Oct. 15",,,,Oct. 15,
58,"Admiralty-Hydrographic. Alaska and Bering Sea pilot, 1908. Rev. supp. (3) POTTER, Nov. 15",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. Alaska and Bering Sea pilot, 1908. Rev. supp. (3) POTTER, Nov. 15",,,,Nov. 15,
59,"Admiralty-Hydrographic. Arctic pilot. Vol. 1, 1907. Rev. supp. (2), 191s..POTTER, Aug. 15",,,Admiralty-Hydrographic,POTTER,191s.,9.55,,"Admiralty-Hydrographic. Arctic pilot. Vol. 1, 1907. Rev. supp. (2), 1915..POTTER, Aug. 15",,,,Aug. 15,
60,"Admiralty-Hydrographic. Australia pilot. Vol. 5, North, North-West and West Coasts between the Western Approach to Torres Strait and Cape Leeuwin. 1st ed. 3s...J. D. POTTER, Jan. 15",,,Admiralty-Hydrographic,J. D. POTTER,3s.,0.15,,"Admiralty-Hydrographic. Australia pilot. Vol. 5, North, North-West and West Coasts between the Western Approach to Torres Strait and Cape Leeuwin. Ist ed. 35...J. D. POTTER, Jan. 15",,,,Jan. 15,
61,"Admiralty-Hydrographic. Charts, plans, and sailing directions : Geographical catalogue. Dec. 31, 1914, Gratis ...POTTER, May 15",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. Charts, plans, and sailing directions : Geographical catalogue. Dec. 31, 1914, Gratis ...POTTER, May 15",,,,May 15,
62,"Admiralty-Hydrographic. China Sea Pilot. Vol. 2, Directions for the approaches to Singa- pore and the China Sea, from the Indian Ocean, by Sunda, Banka, Gaspar, Carimata, Rhio, Berhala, and Durian Straits, ist ed., 1915, 3s. ; ditto, Vol. 5, Supp., 191s......POTTER, Oct. 15",,,Admiralty-Hydrographic,POTTER,191s.,9.55,,"Admiralty-Hydrographic. China Sea Pilot. Vol. 2, Directions for the approaches to Singa- pore and the China Sea, from the Indian Ocean, by Sunda, Banka, Gaspar, Carimata, Rhio, Berhala, and Durian Straits, ist ed., 1915, 35. ; ditto, Vol. 5, Supp., 1915......POTTER, Oct. 15",,,,Oct. 15,
63,"Admiralty-Hydrographic. China Sea pilot. Vol. 4, 1912. Supp. 1915 .POTTER, Mar. 15",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. China Sea pilot. Vol. 4, 1912. Supp. 1915 .POTTER, Mar. 15",,,,Mar. 15,
64,"Admiralty-Hydrographic. Distance tables. Vol. 1, North and West Coasts of Europe from White Sea to the Straits of Gibraltar, incl. the British 1slands, Iceland, Faeroes, and the Baltic. 2nd ed., 1s. 6d. ...POTTER, Nov. 15",,,Admiralty-Hydrographic,POTTER,1s. 6d.,0.07500000000000001,,"Admiralty-Hydrographic. Distance tables. Vol. 1, North and West Coasts of Europe from White Sea to the Straits of Gibraltar, incl. the British Islands, Iceland, Faeroes, and the Baltic. 2nd ed., Is. 6d. ...POTTER, Nov. 15",,,,Nov. 15,
65,"Admiralty-Hydrographic. Lights and time signals, List of, 1915 (corrected to Dec. 31, 1914). Pt. 1, British 1slands, 1s. 6d. ; 2, North and Arctic Seas, except Brit. 1slands, 2s. 6d. ; 3, Baltic Sea, 2s. ; 4, Eastern side of North and South Atlantic Oceans, South of Dunkerque, s. 60.; 5, Mediterranean, Black and Red Seas, 1s. 6d.; 6, Indian and West Pacific Oceans, 28. ; 7, Western side of South Atlantic Ocean and East Pacific Ocean, is. ; 8, Western side of North Atlantic Ocean (Canada, New- foundland and Labrador), 1s. 6d. ; 9, Western side of North Atlantic Ocean (United States of America, Gulf of Mexico, West Indies and North Coast of South America to Cape Orange) is. 6d. J. D. POTTER, Jan. 15",,,Admiralty-Hydrographic,J. D. POTTER,6d.,0.025,,"Admiralty-Hydrographic. Lights and time signals, List of, 1915 (corrected to Dec. 31, 1914). Pt. 1, British Islands, Is. 6d. ; 2, North and Arctic Seas, except Brit. Islands, 25. 6d. ; 3, Baltic Sea, 25. ; 4, Eastern side of North and South Atlantic Oceans, South of Dunkerque, IS. 60.; 5, Mediterranean, Black and Red Seas, Is. 6d.; 6, Indian and West Pacific Oceans, 28. ; 7, Western side of South Atlantic Ocean and East Pacific Ocean, is. ; 8, Western side of North Atlantic Ocean (Canada, New- foundland and Labrador), Is. 6d. ; 9, Western side of North Atlantic Ocean (United States of America, Gulf of Mexico, West Indies and North Coast of South America to Cape Orange) is. 6d. J. D. POTTER, Jan. 15",,,,Jan. 15,
66,"Admiralty-Hydrographic. New Zealand Pilot, 1908. Supp. No. 2, 191s. POTTER, May 15",,,Admiralty-Hydrographic,POTTER,191s.,9.55,,"Admiralty-Hydrographic. New Zealand Pilot, 1908. Supp. No. 2, 1915. POTTER, May 15",,,,May 15,
67,"Adventures of the ten little dolls. By M. V. D. (A.). 7x4, pp. 45, is, net ....STOCKWELL, Aug. 15",,,Adventures of the ten little dolls,STOCKWELL,,0.0,,"Adventures of the ten little dolls. By M. V. D. (A.). 7x4, pp. 45, is, net ....STOCKWELL, Aug. 15",,,,Aug. 15,
68,"Admiralty-Hydrographic. Norway pilot. Pt. 1, 1907. Rev. supp. (2), 191s. POTTER, July 15",,,Admiralty-Hydrographic,POTTER,191s.,9.55,,"Admiralty-Hydrographic. Norway pilot. Pt. 1, 1907. Rev. supp. (2), 1915. POTTER, July 15",,,,July 15,
69,"Admiralty-Hydrographic, Norway pilot. Pt. 2, From the Naze to the Halten 1slands 4th ed. 4s... ..POTTER, Apr. 15",,,"Admiralty-Hydrographic, Norway pilot",POTTER,4s.,0.2,,"Admiralty-Hydrographic, Norway pilot. Pt. 2, From the Naze to the Halten Islands 4th ed. 45... ..POTTER, Apr. 15",,,,Apr. 15,
70,"Admiralty-Hydrographic. Norway pilot. Pt. 3, Halten 1slands to the North Cape, thence to Jacob Elv. ist ed. 3s... J. D. POTTER, Jan. 15",,,Admiralty-Hydrographic,J. D. POTTER,3s.,0.15,,"Admiralty-Hydrographic. Norway pilot. Pt. 3, Halten Islands to the North Cape, thence to Jacob Elv. ist ed. 35... J. D. POTTER, Jan. 15",,,,Jan. 15,
71,"Admiralty--Hydrographic. Notices to mariners, 1914, Index to. 1s...........POTTER, Mar. 15",,,Admiralty--Hydrographic,POTTER,1s.,0.05,,"Admiralty--Hydrographic. Notices to mariners, 1914, Index to. Is...........POTTER, Mar. 15",,,,Mar. 15,
72,"Admiralty-Hydrographic. Oceanic depths re- ceived at the Admiralty during 1914, List of, ....POTTER, Apr. 15",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. Oceanic depths re- ceived at the Admiralty during 1914, List of, ....POTTER, Apr. 15",,,,Apr. 15,
73,"Admiralty-Hydrographic. Pacific 1slands. Vol. 1, 1908. Supp. No. 2 .POTTER, June 15",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. Pacific Islands. Vol. 1, 1908. Supp. No. 2 .POTTER, June 15",,,,June 15,
74,"Admiralty-Hydrographic. Pacific 1slands. Vol. 3, 1909. Rev. supp., 191s..POTTER, Aug. 15",,,Admiralty-Hydrographic,POTTER,191s.,9.55,,"Admiralty-Hydrographic. Pacific Islands. Vol. 3, 1909. Rev. supp., 1915..POTTER, Aug. 15",,,,Aug. 15,
75,"Admiralty-Hydrographic. Persian Gulf pilot, comprising the Persian Gulf, Gulf of Omar and Makrán Coast. 6th ed. 4s.....POTTER, Feb. 15",,,Admiralty-Hydrographic,POTTER,4s.,0.2,,"Admiralty-Hydrographic. Persian Gulf pilot, comprising the Persian Gulf, Gulf of Omar and Makrán Coast. 6th ed. 4s.....POTTER, Feb. 15",,,,Feb. 15,
76,"Admiralty–Hydrographic. Red Sea and Gulf of Aden pilot, 1909. Supp. No. 2, 1915 POTTER, Apr. 15",,,Admiralty–Hydrographic,POTTER,,0.0,,"Admiralty–Hydrographic. Red Sea and Gulf of Aden pilot, 1909. Supp. No. 2, 1915 POTTER, Apr. 15",,,,Apr. 15,
77,"Admiralty-Hydrographic. Tide tables, 1916 s. 6d. ..POTTER, Nov. 15",,,Admiralty-Hydrographic,POTTER,6d.,0.025,,"Admiralty-Hydrographic. Tide tables, 1916 IS. 6d. ..POTTER, Nov. 15",,,,Nov. 15,
78,"Admiralty--Hydrographic. United States (East Coast) pilot. Pt. 2, 1909. Rev.supp. POTTER, Nov. 15",Admiralty--Hydrographic. United States,East Coast,Pt,POTTER,,0.0,,"Admiralty--Hydrographic. United States (East Coast) pilot. Pt. 2, 1909. Rev.supp. POTTER, Nov. 15",East Coast Admiralty--Hydrographic. United States,['Admiralty--Hydrographic. United States (East Coast)'],,Nov. 15,
79,"Admiralty-Hydrographic. West Coast of India piloi, 1909. Rev. supp. (1), 1915 POTTER, July 15",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. West Coast of India piloi, 1909. Rev. supp. (1), 1915 POTTER, July 15",,,,July 15,
80,"Admiralty-Hydrographic. West coasts of Cent. America and the United States, Sailing direc- tions for the, 1907. Rev. supp., 2 POTTER, June 15",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. West coasts of Cent. America and the United States, Sailing direc- tions for the, 1907. Rev. supp., 2 POTTER, June 15",,,,June 15,
81,"Admiralty-Hydrographic. West India pilot. Vol. 3, 1909. Rev. supp., 1915 POTTER, Aug 15",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. West India pilot. Vol. 3, 1909. Rev. supp., 1915 POTTER, Aug 15",,,,Aug 15,
82,"Admiralty-Hydrographic. West Indies pilot. Vol. 1, 1912. Supp., 1915 ..POTTER, Aug 15",,,Admiralty-Hydrographic,POTTER,,0.0,,"Admiralty-Hydrographic. West Indies pilot. Vol. 1, 1912. Supp., 1915 ..POTTER, Aug 15",,,,Aug 15,
83,"Admiralty-Nautical almanac and astronomical ephemeris for 1918, 28. 6d. .. WYMAN, Oct. 15",,,Admiralty-Nautical almanac and astronomical ephemeris for,WYMAN,6d.,0.025,,"Admiralty-Nautical almanac and astronomical ephemeris for 1918, 28. 6d. .. WYMAN, Oct. 15",,,,Oct. 15,
84,"Admiralty-Navigation, Admiralty manual of, 1914, 3s. .WYMAN, Apr. 15",,,"Admiralty-Navigation, Admiralty manual of",WYMAN,3s.,0.15,,"Admiralty-Navigation, Admiralty manual of, 1914, 3s. .WYMAN, Apr. 15",,,,Apr. 15,
